date,state,new_cases,total_cases,net_change,hosp,icu,vent,active_cases,smooth_cases,hosp_ratio,as_at
2020-02-29,act,0,0,0,0,0,0,NA,NA,NA,2022-01-28
2020-03-01,act,0,0,0,0,0,0,NA,NA,NA,2022-01-28
2020-03-02,act,0,0,0,0,0,0,NA,NA,NA,2022-01-28
2020-03-03,act,0,0,0,0,0,0,NA,NA,NA,2022-01-28
2020-03-04,act,0,0,0,0,0,0,NA,0,NA,2022-01-28
2020-03-05,act,0,0,0,0,0,0,NA,0,NA,2022-01-28
2020-03-06,act,0,0,0,0,0,0,NA,0,NA,2022-01-28
2020-03-07,act,0,0,0,0,0,0,NA,0,NA,2022-01-28
2020-03-08,act,0,0,0,0,0,0,NA,0,NA,2022-01-28
2020-03-09,act,0,0,0,0,0,0,NA,0,NA,2022-01-28
2020-03-10,act,0,0,0,0,0,0,NA,0,NA,2022-01-28
2020-03-11,act,1,1,1,0,0,0,NA,0.2,NA,2022-01-28
2020-03-12,act,0,1,0,0,0,0,NA,0.2,NA,2022-01-28
2020-03-13,act,0,1,0,0,0,0,1,0.2,0,2022-01-28
2020-03-14,act,0,1,0,0,0,0,1,0.2,0,2022-01-28
2020-03-15,act,1,2,1,0,0,0,2,0.4,0,2022-01-28
2020-03-16,act,0,2,0,0,0,0,2,0.2,0,2022-01-28
2020-03-17,act,1,3,1,0,0,0,3,0.4,0,2022-01-28
2020-03-18,act,1,4,1,0,0,0,4,0.6,0,2022-01-28
2020-03-19,act,2,6,2,0,0,0,6,1,0,2022-01-28
2020-03-20,act,3,9,3,0,0,0,9,1.4,0,2022-01-28
2020-03-21,act,10,19,10,0,0,0,19,3.4,0,2022-01-28
2020-03-22,act,13,32,13,0,0,0,32,5.8,0,2022-01-28
2020-03-23,act,7,39,7,0,0,0,39,7,0,2022-01-28
2020-03-24,act,5,44,5,0,0,0,44,7.6,0,2022-01-28
2020-03-25,act,9,53,9,0,0,0,52,8.8,0,2022-01-28
2020-03-26,act,9,62,9,0,0,0,61,8.6,0,2022-01-28
2020-03-27,act,9,71,9,0,0,0,70,7.8,0,2022-01-28
2020-03-28,act,7,77,6,0,0,0,77,7.8,0,2022-01-28
2020-03-29,act,1,78,1,0,0,0,77,7,0,2022-01-28
2020-03-30,act,3,80,2,0,0,0,80,5.8,0,2022-01-28
2020-03-31,act,5,84,4,9,0,0,84,5,0.10714285714285714,2022-01-28
2020-04-01,act,4,87,3,8,4,0,87,4,0.09195402298850575,2022-01-28
2020-04-02,act,4,91,4,9,2,0,89,3.4,0.10112359550561797,2022-01-28
2020-04-03,act,2,93,2,13,2,0,88,3.6,0.14772727272727273,2022-01-28
2020-04-04,act,3,96,3,6,3,0,81,3.6,0.07407407407407407,2022-01-28
2020-04-05,act,0,96,0,7,3,0,68,2.6,0.10294117647058823,2022-01-28
2020-04-06,act,1,97,1,6,3,0,62,2,0.0967741935483871,2022-01-28
2020-04-07,act,2,99,2,4,3,0,59,1.6,0.06779661016949153,2022-01-28
2020-04-08,act,1,100,1,3,2,0,51,1.4,0.058823529411764705,2022-01-28
2020-04-09,act,3,103,3,4,2,0,45,1.4,0.08888888888888889,2022-01-28
2020-04-10,act,0,103,0,4,2,0,36,1.4,0.1111111111111111,2022-01-28
2020-04-11,act,-1,102,-1,3,2,0,28,1,0.10714285714285714,2022-01-28
2020-04-12,act,1,103,1,3,2,0,28,0.8,0.10714285714285714,2022-01-28
2020-04-13,act,0,103,0,2,2,1,25,0.6,0.08,2022-01-28
2020-04-14,act,0,103,0,2,1,0,20,0,0.1,2022-01-28
2020-04-15,act,0,103,0,2,1,0,16,0,0.125,2022-01-28
2020-04-16,act,0,103,0,2,1,0,12,0.2,0.16666666666666666,2022-01-28
2020-04-17,act,0,103,0,1,0,0,10,0,0.1,2022-01-28
2020-04-18,act,0,103,0,0,0,0,7,0,0,2022-01-28
2020-04-19,act,1,104,1,1,0,0,8,0.2,0.125,2022-01-28
2020-04-20,act,0,104,0,1,0,0,7,0.2,0.14285714285714285,2022-01-28
2020-04-21,act,0,104,0,1,0,0,5,0.2,0.2,2022-01-28
2020-04-22,act,0,104,0,1,0,0,4,0.2,0.25,2022-01-28
2020-04-23,act,1,105,1,0,0,0,2,0.4,0,2022-01-28
2020-04-24,act,1,106,1,1,1,0,3,0.4,0.3333333333333333,2022-01-28
2020-04-25,act,0,106,0,1,1,0,4,0.4,0.25,2022-01-28
2020-04-26,act,0,106,0,1,1,0,3,0.4,0.3333333333333333,2022-01-28
2020-04-27,act,0,106,0,0,0,0,3,0.4,0,2022-01-28
2020-04-28,act,0,106,0,0,0,0,3,0.2,0,2022-01-28
2020-04-29,act,0,106,0,0,0,0,3,0,0,2022-01-28
2020-04-30,act,0,106,0,0,0,0,3,0,0,2022-01-28
2020-05-01,act,0,106,0,0,0,0,3,0,0,2022-01-28
2020-05-02,act,0,106,0,0,0,0,3,0,0,2022-01-28
2020-05-03,act,1,107,1,0,0,0,3,0.2,0,2022-01-28
2020-05-04,act,0,107,0,0,0,0,3,0.2,0,2022-01-28
2020-05-05,act,0,107,0,0,0,0,3,0.2,0,2022-01-28
2020-05-06,act,0,107,0,0,0,0,3,0.2,0,2022-01-28
2020-05-07,act,0,107,0,0,0,0,2,0.2,0,2022-01-28
2020-05-08,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-09,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-10,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-11,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-12,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-13,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-14,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-15,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-16,act,0,107,0,0,0,0,1,0,0,2022-01-28
2020-05-17,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-18,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-19,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-20,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-21,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-22,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-23,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-24,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-25,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-26,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-27,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-28,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-29,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-30,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-05-31,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-06-01,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-06-02,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-06-03,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-06-04,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-06-05,act,0,107,0,0,0,0,0,0,NA,2022-01-28
2020-06-06,act,1,108,1,0,0,0,1,0.2,0,2022-01-28
2020-06-07,act,0,108,0,0,0,0,1,0.2,0,2022-01-28
2020-06-08,act,0,108,0,0,0,0,1,0.2,0,2022-01-28
2020-06-09,act,0,108,0,0,0,0,1,0.2,0,2022-01-28
2020-06-10,act,0,108,0,0,0,0,1,0.2,0,2022-01-28
2020-06-11,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-12,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-13,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-14,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-15,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-16,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-17,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-18,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-19,act,0,108,0,0,0,0,1,0,0,2022-01-28
2020-06-20,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-21,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-22,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-23,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-24,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-25,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-26,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-27,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-28,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-29,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-06-30,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-07-01,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-07-02,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-07-03,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-07-04,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-07-05,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-07-06,act,0,108,0,0,0,0,0,0,NA,2022-01-28
2020-07-07,act,3,111,3,0,0,0,3,0.6,0,2022-01-28
2020-07-08,act,1,112,1,0,0,0,4,0.8,0,2022-01-28
2020-07-09,act,1,113,1,0,0,0,5,1,0,2022-01-28
2020-07-10,act,0,113,0,0,0,0,5,1,0,2022-01-28
2020-07-11,act,0,113,0,0,0,0,5,1,0,2022-01-28
2020-07-12,act,0,113,0,0,0,0,5,0.4,0,2022-01-28
2020-07-13,act,0,113,0,0,0,0,5,0.2,0,2022-01-28
2020-07-14,act,0,113,0,0,0,0,5,0,0,2022-01-28
2020-07-15,act,0,113,0,0,0,0,5,0,0,2022-01-28
2020-07-16,act,0,113,0,0,0,0,5,0,0,2022-01-28
2020-07-17,act,0,113,0,0,0,0,5,0,0,2022-01-28
2020-07-18,act,0,113,0,0,0,0,5,0,0,2022-01-28
2020-07-19,act,0,113,0,0,0,0,5,0,0,2022-01-28
2020-07-20,act,0,113,0,0,0,0,5,0,0,2022-01-28
2020-07-21,act,0,113,0,0,0,0,2,0,0,2022-01-28
2020-07-22,act,0,113,0,0,0,0,1,0,0,2022-01-28
2020-07-23,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-07-24,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-07-25,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-07-26,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-07-27,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-07-28,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-07-29,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-07-30,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-07-31,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-01,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-02,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-03,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-04,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-05,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-06,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-07,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-08,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-09,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-10,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-11,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-12,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-13,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-14,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-15,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-16,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-17,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-18,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-19,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-20,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-21,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-22,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-23,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-24,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-25,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-26,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-27,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-28,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-29,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-30,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-08-31,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-01,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-02,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-03,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-04,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-05,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-06,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-07,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-08,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-09,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-10,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-11,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-12,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-13,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-14,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-15,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-16,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-17,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-18,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-19,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-20,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-21,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-22,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-23,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-24,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-25,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-26,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-27,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-28,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-29,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-09-30,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-01,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-02,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-03,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-04,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-05,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-06,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-07,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-08,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-09,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-10,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-11,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-12,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-13,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-14,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-15,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-16,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-17,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-18,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-19,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-20,act,0,113,0,0,0,0,0,0,NA,2022-01-28
2020-10-21,act,1,114,1,0,0,0,1,0.2,0,2022-01-28
2020-10-22,act,0,114,0,0,0,0,1,0.2,0,2022-01-28
2020-10-23,act,0,114,0,0,0,0,1,0.2,0,2022-01-28
2020-10-24,act,0,114,0,0,0,0,1,0.2,0,2022-01-28
2020-10-25,act,0,114,0,0,0,0,1,0.2,0,2022-01-28
2020-10-26,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-10-27,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-10-28,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-10-29,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-10-30,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-10-31,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-11-01,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-11-02,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-11-03,act,0,114,0,0,0,0,1,0,0,2022-01-28
2020-11-04,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-05,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-06,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-07,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-08,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-09,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-10,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-11,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-12,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-13,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-14,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-15,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-16,act,0,114,0,0,0,0,0,0,NA,2022-01-28
2020-11-17,act,1,115,1,0,0,0,1,0.2,0,2022-01-28
2020-11-18,act,0,115,0,0,0,0,1,0.2,0,2022-01-28
2020-11-19,act,0,115,0,0,0,0,1,0.2,0,2022-01-28
2020-11-20,act,0,115,0,0,0,0,1,0.2,0,2022-01-28
2020-11-21,act,0,115,0,0,0,0,1,0.2,0,2022-01-28
2020-11-22,act,0,115,0,0,0,0,1,0,0,2022-01-28
2020-11-23,act,0,115,0,0,0,0,1,0,0,2022-01-28
2020-11-24,act,0,115,0,0,0,0,1,0,0,2022-01-28
2020-11-25,act,0,115,0,0,0,0,1,0,0,2022-01-28
2020-11-26,act,1,116,1,0,0,0,2,0.2,0,2022-01-28
2020-11-27,act,1,117,1,0,0,0,3,0.4,0,2022-01-28
2020-11-28,act,0,117,0,0,0,0,3,0.4,0,2022-01-28
2020-11-29,act,0,117,0,0,0,0,3,0.4,0,2022-01-28
2020-11-30,act,0,117,0,0,0,0,3,0.4,0,2022-01-28
2020-12-01,act,0,117,0,0,0,0,2,0.2,0,2022-01-28
2020-12-02,act,0,117,0,0,0,0,2,0,0,2022-01-28
2020-12-03,act,0,117,0,0,0,0,2,0,0,2022-01-28
2020-12-04,act,0,117,0,0,0,0,2,0,0,2022-01-28
2020-12-05,act,0,117,0,0,0,0,2,0,0,2022-01-28
2020-12-06,act,0,117,0,0,0,0,2,0,0,2022-01-28
2020-12-07,act,0,117,0,0,0,0,2,0,0,2022-01-28
2020-12-08,act,0,117,0,0,0,0,2,0,0,2022-01-28
2020-12-09,act,0,117,0,0,0,0,2,0,0,2022-01-28
2020-12-10,act,0,117,0,0,0,0,1,0,0,2022-01-28
2020-12-11,act,0,117,0,0,0,0,0,0,NA,2022-01-28
2020-12-12,act,0,117,0,0,0,0,0,0,NA,2022-01-28
2020-12-13,act,0,117,0,0,0,0,0,0,NA,2022-01-28
2020-12-14,act,0,117,0,0,0,0,0,0,NA,2022-01-28
2020-12-15,act,0,117,0,0,0,0,0,0,NA,2022-01-28
2020-12-16,act,0,117,0,0,0,0,0,0,NA,2022-01-28
2020-12-17,act,0,117,0,0,0,0,0,0,NA,2022-01-28
2020-12-18,act,0,117,0,0,0,0,0,0,NA,2022-01-28
2020-12-19,act,1,118,1,0,0,0,1,0.2,0,2022-01-28
2020-12-20,act,0,118,0,0,0,0,1,0.2,0,2022-01-28
2020-12-21,act,0,118,0,0,0,0,1,0.2,0,2022-01-28
2020-12-22,act,0,118,0,0,0,0,1,0.2,0,2022-01-28
2020-12-23,act,0,118,0,0,0,0,1,0.2,0,2022-01-28
2020-12-24,act,0,118,0,0,0,0,1,0,0,2022-01-28
2020-12-25,act,0,118,0,0,0,0,1,0,0,2022-01-28
2020-12-26,act,0,118,0,0,0,0,1,0,0,2022-01-28
2020-12-27,act,0,118,0,0,0,0,1,0,0,2022-01-28
2020-12-28,act,0,118,0,0,0,0,1,0,0,2022-01-28
2020-12-29,act,0,118,0,0,0,0,1,0,0,2022-01-28
2020-12-30,act,0,118,0,0,0,0,1,0,0,2022-01-28
2020-12-31,act,0,118,0,0,0,0,1,0,0,2022-01-28
2021-01-01,act,0,118,0,0,0,0,1,0,0,2022-01-28
2021-01-02,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-03,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-04,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-05,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-06,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-07,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-08,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-09,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-10,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-11,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-12,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-13,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-14,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-15,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-16,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-17,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-18,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-19,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-20,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-21,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-22,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-23,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-24,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-25,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-26,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-27,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-28,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-29,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-30,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-01-31,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-01,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-02,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-03,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-04,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-05,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-06,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-07,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-08,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-09,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-10,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-11,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-12,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-13,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-14,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-15,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-16,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-17,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-18,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-19,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-20,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-21,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-22,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-23,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-24,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-25,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-26,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-27,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-02-28,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-03-01,act,0,118,0,0,0,0,0,0,NA,2022-01-28
2021-03-02,act,2,120,2,0,0,0,2,0.4,0,2022-01-28
2021-03-03,act,0,120,0,0,0,0,2,0.4,0,2022-01-28
2021-03-04,act,0,120,0,0,0,0,2,0.4,0,2022-01-28
2021-03-05,act,0,120,0,0,0,0,2,0.4,0,2022-01-28
2021-03-06,act,2,122,2,0,0,0,4,0.8,0,2022-01-28
2021-03-07,act,0,122,0,0,0,0,4,0.4,0,2022-01-28
2021-03-08,act,0,122,0,0,0,0,4,0.4,0,2022-01-28
2021-03-09,act,1,123,1,0,0,0,5,0.6,0,2022-01-28
2021-03-10,act,0,123,0,0,0,0,5,0.6,0,2022-01-28
2021-03-11,act,0,123,0,0,0,0,5,0.2,0,2022-01-28
2021-03-12,act,0,123,0,0,0,0,5,0.2,0,2022-01-28
2021-03-13,act,0,123,0,0,0,0,5,0.2,0,2022-01-28
2021-03-14,act,0,123,0,0,0,0,5,0,0,2022-01-28
2021-03-15,act,0,123,0,0,0,0,5,0,0,2022-01-28
2021-03-16,act,0,123,0,0,0,0,3,0,0,2022-01-28
2021-03-17,act,0,123,0,0,0,0,3,0,0,2022-01-28
2021-03-18,act,0,123,0,0,0,0,3,0,0,2022-01-28
2021-03-19,act,0,123,0,0,0,0,3,0,0,2022-01-28
2021-03-20,act,0,123,0,0,0,0,1,0,0,2022-01-28
2021-03-21,act,0,123,0,0,0,0,1,0,0,2022-01-28
2021-03-22,act,0,123,0,0,0,0,1,0,0,2022-01-28
2021-03-23,act,0,123,0,0,0,0,0,0,NA,2022-01-28
2021-03-24,act,0,123,0,0,0,0,0,0,NA,2022-01-28
2021-03-25,act,0,123,0,0,0,0,0,0,NA,2022-01-28
2021-03-26,act,0,123,0,0,0,0,0,0,NA,2022-01-28
2021-03-27,act,0,123,0,0,0,0,0,0,NA,2022-01-28
2021-03-28,act,0,123,0,0,0,0,0,0,NA,2022-01-28
