date,state,new_cases,total_cases,net_change,hosp,icu,vent,active_cases,smooth_cases,hosp_ratio,as_at
2021-02-02,nsw,2,5114,2,1,0,0,38,3,0.02631578947368421,2022-01-28
2021-02-03,nsw,3,5117,3,2,0,0,36,3.2,0.05555555555555555,2022-01-28
2021-02-04,nsw,0,5117,0,2,0,0,35,2.6,0.05714285714285714,2022-01-28
2021-02-05,nsw,2,5119,2,1,0,0,36,1.8,0.027777777777777776,2022-01-28
2021-02-06,nsw,1,5120,1,1,0,0,34,1.6,0.029411764705882353,2022-01-28
2021-02-07,nsw,3,5123,3,1,0,0,34,1.8,0.029411764705882353,2022-01-28
2021-02-08,nsw,2,5125,2,1,0,0,34,1.6,0.029411764705882353,2022-01-28
2021-02-09,nsw,4,5129,4,1,0,0,36,2.4,0.027777777777777776,2022-01-28
2021-02-10,nsw,3,5132,3,1,0,0,36,2.6,0.027777777777777776,2022-01-28
2021-02-11,nsw,2,5134,2,1,0,0,35,2.8,0.02857142857142857,2022-01-28
2021-02-12,nsw,2,5136,2,1,0,0,35,2.6,0.02857142857142857,2022-01-28
2021-02-13,nsw,2,5138,2,1,0,0,34,2.6,0.029411764705882353,2022-01-28
2021-02-14,nsw,0,5138,0,1,0,0,28,1.8,0.03571428571428571,2022-01-28
2021-02-15,nsw,1,5139,1,1,0,0,27,1.4,0.037037037037037035,2022-01-28
2021-02-16,nsw,4,5143,4,2,0,0,29,1.8,0.06896551724137931,2022-01-28
2021-02-17,nsw,0,5143,0,1,0,0,26,1.4,0.038461538461538464,2022-01-28
2021-02-18,nsw,2,5145,2,1,0,0,28,1.4,0.03571428571428571,2022-01-28
2021-02-19,nsw,1,5146,1,1,0,0,27,1.6,0.037037037037037035,2022-01-28
2021-02-20,nsw,3,5149,3,1,0,0,29,2,0.034482758620689655,2022-01-28
2021-02-21,nsw,1,5150,1,1,0,0,27,1.4,0.037037037037037035,2022-01-28
2021-02-22,nsw,4,5154,4,1,0,0,29,2.2,0.034482758620689655,2022-01-28
2021-02-23,nsw,1,5155,1,2,0,0,26,2,0.07692307692307693,2022-01-28
2021-02-24,nsw,7,5162,7,2,0,0,30,3.2,0.06666666666666667,2022-01-28
2021-02-25,nsw,4,5166,4,3,0,0,32,3.4,0.09375,2022-01-28
2021-02-26,nsw,6,5172,6,4,0,0,36,4.4,0.1111111111111111,2022-01-28
2021-02-27,nsw,5,5177,5,4,0,0,39,4.6,0.10256410256410256,2022-01-28
2021-02-28,nsw,3,5180,3,4,1,0,42,5,0.09523809523809523,2022-01-28
2021-03-01,nsw,3,5183,3,6,1,0,44,4.2,0.13636363636363635,2022-01-28
2021-03-02,nsw,6,5189,6,3,1,0,46,4.6,0.06521739130434782,2022-01-28
2021-03-03,nsw,4,5193,4,3,1,0,50,4.2,0.06,2022-01-28
2021-03-04,nsw,12,5204,11,2,1,0,60,5.6,0.03333333333333333,2022-01-28
2021-03-05,nsw,3,5207,3,3,1,0,62,5.6,0.04838709677419355,2022-01-28
2021-03-06,nsw,2,5209,2,4,1,0,61,5.4,0.06557377049180328,2022-01-28
2021-03-07,nsw,1,5210,1,4,1,0,61,4.4,0.06557377049180328,2022-01-28
2021-03-08,nsw,6,5215,5,4,1,1,63,4.8,0.06349206349206349,2022-01-28
2021-03-09,nsw,5,5220,5,5,1,0,67,3.4,0.07462686567164178,2022-01-28
2021-03-10,nsw,6,5226,6,5,0,0,66,4,0.07575757575757576,2022-01-28
2021-03-11,nsw,8,5234,8,6,0,0,70,5.2,0.08571428571428572,2022-01-28
2021-03-12,nsw,1,5234,0,6,0,0,65,5.2,0.09230769230769231,2022-01-28
2021-03-13,nsw,3,5237,3,5,0,0,63,4.6,0.07936507936507936,2022-01-28
2021-03-14,nsw,4,5240,3,5,0,0,64,4.4,0.078125,2022-01-28
2021-03-15,nsw,2,5242,2,5,0,0,63,3.6,0.07936507936507936,2022-01-28
2021-03-16,nsw,7,5248,6,5,1,0,64,3.4,0.078125,2022-01-28
2021-03-17,nsw,3,5251,3,5,0,0,63,3.8,0.07936507936507936,2022-01-28
2021-03-18,nsw,5,5256,5,5,0,0,56,4.2,0.08928571428571429,2022-01-28
2021-03-19,nsw,3,5259,3,5,0,0,56,4,0.08928571428571429,2022-01-28
2021-03-20,nsw,2,5261,2,5,0,0,56,4,0.08928571428571429,2022-01-28
2021-03-21,nsw,5,5266,5,5,0,0,60,3.6,0.08333333333333333,2022-01-28
2021-03-22,nsw,4,5270,4,5,0,0,58,3.8,0.08620689655172414,2022-01-28
2021-03-23,nsw,3,5272,2,5,0,0,56,3.4,0.08928571428571429,2022-01-28
2021-03-24,nsw,5,5275,3,5,0,0,55,3.8,0.09090909090909091,2022-01-28
2021-03-25,nsw,3,5278,3,4,0,0,50,4,0.08,2022-01-28
2021-03-26,nsw,3,5281,3,4,0,0,52,3.6,0.07692307692307693,2022-01-28
2021-03-27,nsw,0,5281,0,4,0,0,49,2.8,0.08163265306122448,2022-01-28
2021-03-28,nsw,2,5283,2,3,0,0,47,2.6,0.06382978723404255,2022-01-28
2021-03-29,nsw,5,5288,5,0,0,0,50,2.6,0,2022-01-28
2021-03-30,nsw,3,5291,3,3,0,0,46,2.6,0.06521739130434782,2022-01-28
2021-03-31,nsw,5,5296,5,3,0,0,48,3,0.0625,2022-01-28
2021-04-01,nsw,0,5296,0,2,0,0,43,3,0.046511627906976744,2022-01-28
2021-04-02,nsw,3,5299,3,2,0,0,43,3.2,0.046511627906976744,2022-01-28
2021-04-03,nsw,1,5300,1,2,0,0,42,2.4,0.047619047619047616,2022-01-28
2021-04-04,nsw,3,5303,3,2,0,0,40,2.4,0.05,2022-01-28
2021-04-05,nsw,7,5310,7,2,0,0,43,2.8,0.046511627906976744,2022-01-28
2021-04-06,nsw,6,5316,6,2,0,0,46,4,0.043478260869565216,2022-01-28
2021-04-07,nsw,2,5318,2,2,0,0,43,3.8,0.046511627906976744,2022-01-28
2021-04-08,nsw,2,5320,2,2,0,0,42,4,0.047619047619047616,2022-01-28
2021-04-09,nsw,4,5324,4,1,0,0,43,4.2,0.023255813953488372,2022-01-28
2021-04-10,nsw,6,5330,6,2,0,0,49,4,0.04081632653061224,2022-01-28
2021-04-11,nsw,9,5339,9,2,0,0,56,4.6,0.03571428571428571,2022-01-28
2021-04-12,nsw,5,5344,5,3,1,0,56,5.2,0.05357142857142857,2022-01-28
2021-04-13,nsw,3,5347,3,2,1,0,56,5.4,0.03571428571428571,2022-01-28
2021-04-14,nsw,9,5356,9,1,0,0,60,6.4,0.016666666666666666,2022-01-28
2021-04-15,nsw,7,5363,7,3,0,0,67,6.6,0.04477611940298507,2022-01-28
2021-04-16,nsw,7,5370,7,4,1,0,71,6.2,0.056338028169014086,2022-01-28
2021-04-17,nsw,6,5376,6,4,1,0,76,6.4,0.05263157894736842,2022-01-28
2021-04-18,nsw,8,5384,8,5,1,0,81,7.4,0.06172839506172839,2022-01-28
2021-04-19,nsw,3,5387,3,6,1,0,77,6.2,0.07792207792207792,2022-01-28
2021-04-20,nsw,8,5395,8,6,1,0,79,6.4,0.0759493670886076,2022-01-28
2021-04-21,nsw,7,5400,5,4,1,0,84,6.4,0.047619047619047616,2022-01-28
2021-04-22,nsw,18,5418,18,2,1,1,100,8.8,0.02,2022-01-28
2021-04-23,nsw,1,5419,1,2,1,1,97,7.4,0.020618556701030927,2022-01-28
2021-04-24,nsw,1,5420,1,2,1,1,92,7,0.021739130434782608,2022-01-28
2021-04-25,nsw,8,5428,8,2,1,1,91,7,0.02197802197802198,2022-01-28
2021-04-26,nsw,12,5440,12,2,1,1,98,8,0.02040816326530612,2022-01-28
2021-04-27,nsw,9,5449,9,4,1,1,104,6.2,0.038461538461538464,2022-01-28
2021-04-28,nsw,15,5464,15,2,1,1,110,9,0.01818181818181818,2022-01-28
2021-04-29,nsw,13,5477,13,2,1,1,116,11.4,0.017241379310344827,2022-01-28
2021-04-30,nsw,4,5481,4,4,1,1,113,10.6,0.035398230088495575,2022-01-28
2021-05-01,nsw,3,5484,3,2,1,1,110,8.8,0.01818181818181818,2022-01-28
2021-05-02,nsw,5,5489,5,2,1,1,107,8,0.018691588785046728,2022-01-28
2021-05-03,nsw,7,5496,7,2,1,1,111,6.4,0.018018018018018018,2022-01-28
2021-05-04,nsw,10,5506,10,3,1,1,113,5.8,0.02654867256637168,2022-01-28
2021-05-05,nsw,11,5516,10,3,1,1,117,7.2,0.02564102564102564,2022-01-28
2021-05-06,nsw,5,5521,5,3,1,1,104,7.6,0.028846153846153848,2022-01-28
2021-05-07,nsw,6,5527,6,3,1,1,109,7.8,0.027522935779816515,2022-01-28
2021-05-08,nsw,6,5532,5,3,1,1,114,7.6,0.02631578947368421,2022-01-28
2021-05-09,nsw,6,5538,6,3,1,1,112,6.8,0.026785714285714284,2022-01-28
2021-05-10,nsw,4,5542,4,2,1,1,104,5.4,0.019230769230769232,2022-01-28
2021-05-11,nsw,4,5546,4,4,1,1,99,5.2,0.04040404040404041,2022-01-28
2021-05-12,nsw,5,5551,5,4,1,1,89,5,0.0449438202247191,2022-01-28
2021-05-13,nsw,1,5552,1,4,1,1,77,4,0.05194805194805195,2022-01-28
2021-05-14,nsw,3,5555,3,2,1,1,76,3.4,0.02631578947368421,2022-01-28
2021-05-15,nsw,3,5558,3,2,1,1,76,3.2,0.02631578947368421,2022-01-28
2021-05-16,nsw,2,5560,2,2,1,1,73,2.8,0.0273972602739726,2022-01-28
2021-05-17,nsw,3,5563,3,2,1,1,69,2.4,0.028985507246376812,2022-01-28
2021-05-18,nsw,2,5565,2,2,1,1,61,2.6,0.03278688524590164,2022-01-28
2021-05-19,nsw,2,5567,2,2,1,1,52,2.4,0.038461538461538464,2022-01-28
2021-05-20,nsw,0,5567,0,1,1,1,47,1.8,0.02127659574468085,2022-01-28
2021-05-21,nsw,1,5568,1,3,1,1,42,1.6,0.07142857142857142,2022-01-28
2021-05-22,nsw,2,5570,2,3,1,1,38,1.4,0.07894736842105263,2022-01-28
2021-05-23,nsw,2,5572,2,2,1,1,34,1.4,0.058823529411764705,2022-01-28
2021-05-24,nsw,2,5574,2,2,1,1,32,1.4,0.0625,2022-01-28
2021-05-25,nsw,2,5576,2,3,1,0,30,1.8,0.1,2022-01-28
2021-05-26,nsw,0,5576,0,3,1,0,25,1.6,0.12,2022-01-28
2021-05-27,nsw,3,5579,3,3,1,0,27,1.8,0.1111111111111111,2022-01-28
2021-05-28,nsw,1,5580,1,3,1,0,25,1.6,0.12,2022-01-28
2021-05-29,nsw,5,5585,5,3,1,0,27,2.2,0.1111111111111111,2022-01-28
2021-05-30,nsw,2,5587,2,3,1,0,27,2.2,0.1111111111111111,2022-01-28
2021-05-31,nsw,0,5587,0,3,1,0,24,2.2,0.125,2022-01-28
2021-06-01,nsw,1,5588,1,3,1,0,23,1.8,0.13043478260869565,2022-01-28
2021-06-02,nsw,2,5590,2,3,0,0,23,2,0.13043478260869565,2022-01-28
2021-06-03,nsw,0,5590,0,3,0,0,23,1,0.13043478260869565,2022-01-28
2021-06-04,nsw,0,5590,0,2,0,0,22,0.6,0.09090909090909091,2022-01-28
2021-06-05,nsw,5,5595,5,2,0,0,25,1.6,0.08,2022-01-28
2021-06-06,nsw,5,5600,5,2,0,0,28,2.4,0.07142857142857142,2022-01-28
2021-06-07,nsw,5,5603,3,2,0,0,31,3,0.06451612903225806,2022-01-28
2021-06-08,nsw,4,5607,4,1,0,0,33,3.8,0.030303030303030304,2022-01-28
2021-06-09,nsw,3,5610,3,1,0,0,36,4.4,0.027777777777777776,2022-01-28
2021-06-10,nsw,1,5611,1,1,0,0,34,3.6,0.029411764705882353,2022-01-28
2021-06-11,nsw,1,5612,1,1,0,0,34,2.8,0.029411764705882353,2022-01-28
2021-06-12,nsw,1,5613,1,1,0,0,30,2,0.03333333333333333,2022-01-28
2021-06-13,nsw,6,5619,6,1,0,0,34,2.4,0.029411764705882353,2022-01-28
2021-06-14,nsw,4,5623,4,1,0,0,38,2.6,0.02631578947368421,2022-01-28
2021-06-15,nsw,3,5626,3,1,0,0,40,3,0.025,2022-01-28
2021-06-16,nsw,3,5629,3,1,0,0,41,3.4,0.024390243902439025,2022-01-28
2021-06-17,nsw,2,5631,2,1,0,0,43,3.6,0.023255813953488372,2022-01-28
2021-06-18,nsw,6,5637,6,1,0,0,49,3.6,0.02040816326530612,2022-01-28
2021-06-19,nsw,5,5642,5,1,0,0,49,3.8,0.02040816326530612,2022-01-28
2021-06-20,nsw,7,5650,8,2,1,0,51,4.6,0.0392156862745098,2022-01-28
2021-06-21,nsw,5,5654,4,3,1,0,51,5,0.058823529411764705,2022-01-28
2021-06-22,nsw,11,5665,11,2,0,0,58,6.8,0.034482758620689655,2022-01-28
2021-06-23,nsw,19,5684,19,3,0,0,74,9.4,0.04054054054054054,2022-01-28
2021-06-24,nsw,12,5696,12,4,1,0,85,10.8,0.047058823529411764,2022-01-28
2021-06-25,nsw,29,5724,28,5,1,0,113,15.2,0.04424778761061947,2022-01-28
2021-06-26,nsw,32,5756,32,5,1,0,144,20.6,0.034722222222222224,2022-01-28
2021-06-27,nsw,22,5778,22,8,2,0,160,22.8,0.05,2022-01-28
2021-06-28,nsw,20,5798,20,7,1,0,176,23,0.03977272727272727,2022-01-28
2021-06-29,nsw,28,5826,28,9,1,0,201,26.2,0.04477611940298507,2022-01-28
2021-06-30,nsw,28,5854,28,14,2,1,226,26,0.061946902654867256,2022-01-28
2021-07-01,nsw,32,5886,32,17,3,0,256,26,0.06640625,2022-01-28
2021-07-02,nsw,40,5926,40,10,5,0,290,29.6,0.034482758620689655,2022-01-28
2021-07-03,nsw,16,5942,16,20,5,0,301,28.8,0.0664451827242525,2022-01-28
2021-07-04,nsw,37,5979,37,24,4,0,331,30.6,0.07250755287009064,2022-01-28
2021-07-05,nsw,18,5997,18,23,6,2,344,28.6,0.06686046511627906,2022-01-28
2021-07-06,nsw,28,6025,28,37,7,2,361,27.8,0.10249307479224377,2022-01-28
2021-07-07,nsw,39,6064,39,29,11,3,381,27.6,0.07611548556430446,2022-01-28
2021-07-08,nsw,45,6109,45,43,10,4,414,33.4,0.10386473429951691,2022-01-28
2021-07-09,nsw,52,6161,52,47,16,5,437,36.4,0.10755148741418764,2022-01-28
2021-07-10,nsw,82,6243,82,52,15,5,487,49.2,0.10677618069815195,2022-01-28
2021-07-11,nsw,116,6359,116,63,18,4,581,66.8,0.10843373493975904,2022-01-28
2021-07-12,nsw,93,6452,93,65,21,4,654,77.6,0.09938837920489296,2022-01-28
2021-07-13,nsw,99,6551,99,71,20,4,725,88.4,0.09793103448275862,2022-01-28
2021-07-14,nsw,67,6618,67,73,19,4,764,91.4,0.09554973821989529,2022-01-28
2021-07-15,nsw,98,6716,98,75,18,4,830,94.6,0.09036144578313253,2022-01-28
2021-07-16,nsw,117,6833,117,75,18,6,907,94.8,0.08269018743109151,2022-01-28
2021-07-17,nsw,109,6942,109,76,18,7,1000,98,0.076,2022-01-28
2021-07-18,nsw,100,7042,100,82,24,7,1063,98.2,0.07714016933207903,2022-01-28
2021-07-19,nsw,79,7121,79,95,27,11,1124,100.6,0.08451957295373666,2022-01-28
2021-07-20,nsw,112,7233,112,106,23,11,1208,103.4,0.08774834437086093,2022-01-28
2021-07-21,nsw,124,7357,124,118,28,14,1293,104.8,0.09126063418406806,2022-01-28
2021-07-22,nsw,141,7492,135,137,32,14,1389,111.2,0.09863210943124551,2022-01-28
2021-07-23,nsw,164,7651,159,139,37,17,1501,124,0.09260493004663557,2022-01-28
2021-07-24,nsw,141,7792,141,141,43,18,1560,136.4,0.09038461538461538,2022-01-28
2021-07-25,nsw,151,7942,150,155,44,18,1595,144.2,0.09717868338557993,2022-01-28
2021-07-26,nsw,175,8117,175,169,46,19,1677,154.4,0.10077519379844961,2022-01-28
2021-07-27,nsw,177,8293,176,164,56,22,1755,161.6,0.09344729344729345,2022-01-28
2021-07-28,nsw,240,8531,238,182,54,22,1928,176.8,0.09439834024896265,2022-01-28
2021-07-29,nsw,172,8703,172,187,58,24,2002,183,0.09340659340659341,2022-01-28
2021-07-30,nsw,212,8914,211,198,53,27,2097,195.2,0.0944206008583691,2022-01-28
2021-07-31,nsw,241,9153,239,222,54,25,2229,208.4,0.09959623149394348,2022-01-28
2021-08-01,nsw,209,9360,207,228,54,25,2338,214.8,0.09751924721984602,2022-01-28
2021-08-02,nsw,202,9561,201,247,53,20,2461,207.2,0.1003657049979683,2022-01-28
2021-08-03,nsw,234,9793,232,271,53,23,2583,219.6,0.10491676345334881,2022-01-28
2021-08-04,nsw,268,10055,262,285,52,24,2727,230.8,0.10451045104510451,2022-01-28
2021-08-05,nsw,291,10341,286,297,49,22,2877,240.8,0.1032325338894682,2022-01-28
2021-08-06,nsw,321,10656,315,338,56,23,3034,263.2,0.1114040870138431,2022-01-28
2021-08-07,nsw,268,10917,261,351,58,24,3161,276.4,0.11104080987029422,2022-01-28
2021-08-08,nsw,285,11201,284,349,67,24,3295,286.6,0.10591805766312595,2022-01-28
2021-08-09,nsw,360,11557,356,357,60,28,3480,305,0.10258620689655172,2022-01-28
2021-08-10,nsw,344,11902,345,373,62,29,3647,315.6,0.10227584315876062,2022-01-28
2021-08-11,nsw,347,12245,343,374,62,29,3754,320.8,0.09962706446457112,2022-01-28
2021-08-12,nsw,391,12629,384,388,63,30,3973,345.4,0.09765919959728166,2022-01-28
2021-08-13,nsw,467,13092,463,378,64,29,4228,381.8,0.08940397350993377,2022-01-28
2021-08-14,nsw,417,13503,411,379,62,24,4404,393.2,0.0860581289736603,2022-01-28
2021-08-15,nsw,480,13978,475,392,64,28,4675,420.4,0.08385026737967914,2022-01-28
2021-08-16,nsw,454,14416,438,446,69,24,4927,441.8,0.09052161558757865,2022-01-28
2021-08-17,nsw,634,15043,627,460,77,25,5327,490.4,0.08635254364557912,2022-01-28
2021-08-18,nsw,684,15717,674,474,82,25,5743,533.8,0.08253526031690754,2022-01-28
2021-08-19,nsw,646,16353,636,474,84,27,6098,579.6,0.07773040341095441,2022-01-28
2021-08-20,nsw,832,17173,820,515,85,29,6609,650,0.07792404297170526,2022-01-28
2021-08-21,nsw,830,17997,824,554,95,31,7171,725.2,0.07725561288523218,2022-01-28
2021-08-22,nsw,818,18800,803,586,100,32,7704,762,0.0760643821391485,2022-01-28
2021-08-23,nsw,755,19545,745,607,107,34,8099,776.2,0.07494752438572663,2022-01-28
2021-08-24,nsw,919,20455,910,645,113,40,8674,830.8,0.07436015679040811,2022-01-28
2021-08-25,nsw,1034,21471,1016,696,115,43,9361,871.2,0.07435103087277001,2022-01-28
2021-08-26,nsw,885,22346,875,761,116,47,9855,882.2,0.07721968543886353,2022-01-28
2021-08-27,nsw,1036,23372,1026,777,125,52,10424,925.8,0.07453952417498082,2022-01-28
2021-08-28,nsw,1221,24585,1213,808,126,54,11228,1019,0.07196294976843605,2022-01-28
2021-08-29,nsw,1293,25858,1273,840,137,48,12041,1093.8,0.0697616477036791,2022-01-28
2021-08-30,nsw,1168,27009,1151,869,143,58,12755,1120.6,0.06813014504116033,2022-01-28
2021-08-31,nsw,1118,28111,1102,908,150,66,13239,1167.2,0.06858524057708286,2022-01-28
2021-09-01,nsw,1288,29391,1280,956,160,64,13843,1217.6,0.06906017481759734,2022-01-28
2021-09-02,nsw,1433,30807,1416,973,160,63,14630,1260,0.06650717703349282,2022-01-28
2021-09-03,nsw,1534,32323,1516,1036,173,62,15332,1308.2,0.06757109313853378,2022-01-28
2021-09-04,nsw,1487,33782,1459,1023,172,72,15989,1372,0.06398148727249985,2022-01-28
2021-09-05,nsw,1282,35062,1280,1067,173,67,16453,1404.8,0.06485139488239226,2022-01-28
2021-09-06,nsw,1222,36267,1205,1143,189,75,16920,1391.6,0.0675531914893617,2022-01-28
2021-09-07,nsw,1480,37724,1457,1130,191,78,17481,1401,0.06464161089182541,2022-01-28
2021-09-08,nsw,1407,39108,1384,1163,201,80,17854,1375.6,0.06513946454576006,2022-01-28
2021-09-09,nsw,1543,40616,1508,1156,207,89,18512,1386.8,0.06244598098530683,2022-01-28
2021-09-10,nsw,1603,42189,1573,1164,221,94,19079,1451,0.06100948687038105,2022-01-28
2021-09-11,nsw,1262,43436,1247,1206,220,92,19120,1459,0.06307531380753138,2022-01-28
2021-09-12,nsw,1260,44674,1238,1189,222,94,19087,1415,0.06229370775920784,2022-01-28
2021-09-13,nsw,1136,45782,1108,1253,231,104,19055,1360.8,0.06575701915507741,2022-01-28
2021-09-14,nsw,1261,47007,1225,1241,234,108,19198,1304.4,0.06464215022398166,2022-01-28
2021-09-15,nsw,1351,48341,1334,1231,231,108,19261,1254,0.063911531073153,2022-01-28
2021-09-16,nsw,1286,49611,1270,1245,228,112,19114,1258.8,0.06513550277283667,2022-01-28
2021-09-17,nsw,1333,50919,1308,1219,233,123,18913,1273.4,0.06445302173108444,2022-01-28
2021-09-18,nsw,1085,51986,1067,1236,234,123,18511,1263.2,0.06677110907028254,2022-01-28
2021-09-19,nsw,936,52894,908,1206,233,123,18165,1198.2,0.06639141205615194,2022-01-28
2021-09-20,nsw,1023,53898,1004,1268,242,118,17966,1132.6,0.07057775798730936,2022-01-28
2021-09-21,nsw,1035,54919,1021,1232,242,122,17521,1082.4,0.0703156212544946,2022-01-28
2021-09-22,nsw,1064,55962,1043,1244,233,112,17178,1028.6,0.07241820933752474,2022-01-28
2021-09-23,nsw,1044,56988,1026,1186,232,110,16679,1020.4,0.07110738053840159,2022-01-28
2021-09-24,nsw,1007,57983,995,1187,229,118,16083,1034.6,0.07380463843810234,2022-01-28
2021-09-25,nsw,964,58931,948,1146,222,117,15785,1022.8,0.07260057016154577,2022-01-28
2021-09-26,nsw,788,59709,778,1155,214,115,15313,973.4,0.0754261085352315,2022-01-28
2021-09-27,nsw,866,60561,852,1155,213,113,15043,933.8,0.07677989762680316,2022-01-28
2021-09-28,nsw,866,61420,859,1082,212,108,14648,898.2,0.07386673948661933,2022-01-28
2021-09-29,nsw,943,62353,933,1090,213,105,14240,885.4,0.07654494382022473,2022-01-28
2021-09-30,nsw,866,63212,859,1055,210,104,13820,865.8,0.07633863965267727,2022-01-28
2021-10-01,nsw,814,64014,802,1005,202,99,13301,871,0.07555822870460868,2022-01-28
2021-10-02,nsw,668,64668,654,981,195,93,12884,831.4,0.07614095001552312,2022-01-28
2021-10-03,nsw,623,65279,611,959,193,97,12571,782.8,0.07628669159175881,2022-01-28
2021-10-04,nsw,608,65876,597,978,190,94,12156,715.8,0.08045409674234946,2022-01-28
2021-10-05,nsw,594,66456,580,959,188,93,11715,661.4,0.08186086214255228,2022-01-28
2021-10-06,nsw,587,67024,568,911,181,85,11238,616,0.0810642463071721,2022-01-28
2021-10-07,nsw,648,67669,645,856,170,75,10842,612,0.07895222283711492,2022-01-28
2021-10-08,nsw,581,68246,577,812,163,75,10416,603.6,0.07795698924731183,2022-01-28
2021-10-09,nsw,479,68712,466,794,159,76,9931,577.8,0.07995166649884201,2022-01-28
2021-10-10,nsw,498,69205,493,769,153,71,9641,558.6,0.07976351000933513,2022-01-28
2021-10-11,nsw,360,69552,347,766,155,74,9135,513.2,0.08385331143951834,2022-01-28
2021-10-12,nsw,446,69993,441,716,150,76,8715,472.8,0.08215720022948939,2022-01-28
2021-10-13,nsw,407,70391,398,711,143,75,8179,438,0.08692994253576232,2022-01-28
2021-10-14,nsw,400,70781,390,677,145,77,7713,422.2,0.0877738882406327,2022-01-28
2021-10-15,nsw,321,71099,318,652,138,73,7220,386.8,0.09030470914127424,2022-01-28
2021-10-16,nsw,301,71399,300,619,137,71,6853,375,0.09032540493214651,2022-01-28
2021-10-17,nsw,266,71658,259,606,132,71,6496,339,0.09328817733990148,2022-01-28
2021-10-18,nsw,273,71923,265,589,128,69,6161,312.2,0.09560136341503003,2022-01-28
2021-10-19,nsw,283,72202,279,552,124,66,5850,288.8,0.09435897435897436,2022-01-28
2021-10-20,nsw,374,72560,358,523,124,64,5637,299.4,0.09277984743657974,2022-01-28
2021-10-21,nsw,345,72899,339,482,125,67,5334,308.2,0.09036370453693289,2022-01-28
2021-10-22,nsw,333,73212,313,469,123,66,5086,321.6,0.09221392056626032,2022-01-28
2021-10-23,nsw,296,73500,288,480,119,67,4903,326.2,0.09789924535998368,2022-01-28
2021-10-24,nsw,294,73785,285,474,116,57,4699,328.4,0.10087252606937647,2022-01-28
2021-10-25,nsw,284,74057,272,457,109,57,4623,310.4,0.09885355829547912,2022-01-28
2021-10-26,nsw,305,74352,295,418,97,43,4482,302.4,0.09326193663543061,2022-01-28
2021-10-27,nsw,293,74634,282,381,82,38,4368,294.4,0.08722527472527472,2022-01-28
2021-10-28,nsw,269,74887,253,363,80,32,4237,289,0.08567382582015577,2022-01-28
2021-10-29,nsw,237,75112,225,343,81,33,4153,277.6,0.0825908981459186,2022-01-28
2021-10-30,nsw,178,75278,166,340,78,32,4030,256.4,0.08436724565756824,2022-01-28
2021-10-31,nsw,136,75407,129,349,77,33,3900,222.6,0.08948717948717949,2022-01-28
2021-11-01,nsw,173,75578,171,333,72,35,3800,198.6,0.08763157894736842,2022-01-28
2021-11-02,nsw,190,75765,187,309,68,32,3707,182.8,0.08335581332613974,2022-01-28
2021-11-03,nsw,309,76073,308,302,64,31,3642,197.2,0.082921471718835807,2022-01-28
2021-11-04,nsw,249,76314,241,285,61,28,3546,211.4,0.08037225042301184,2022-01-28
2021-11-05,nsw,271,76580,266,270,55,27,3484,238.4,0.0774971297359357,2022-01-28
2021-11-06,nsw,244,76817,237,269,52,24,3432,252.6,0.07837995337995338,2022-01-28
2021-11-07,nsw,187,76988,171,264,48,20,3325,252,0.07939849624060151,2022-01-28
2021-11-08,nsw,224,77207,219,254,42,20,3265,235,0.0777947932618683,2022-01-28
2021-11-09,nsw,217,77417,210,235,41,17,3177,228.6,0.0739691532892666,2022-01-28
2021-11-10,nsw,264,77671,254,228,40,16,3148,227.2,0.0724269377382465,2022-01-28
2021-11-11,nsw,287,77951,280,236,34,15,3166,235.8,0.07454200884396715,2022-01-28
2021-11-12,nsw,256,78200,249,228,32,16,3185,249.6,0.07158555729984302,2022-01-28
2021-11-13,nsw,196,78393,193,224,32,16,3203,244,0.0699344364658133,2022-01-28
2021-11-14,nsw,165,78556,163,216,32,15,3232,233.6,0.06683168316831684,2022-01-28
2021-11-15,nsw,212,78766,210,210,32,16,3271,223.2,0.06420055029043106,2022-01-28
2021-11-16,nsw,231,78994,228,207,33,15,3312,212,0.0625,2022-01-28
2021-11-17,nsw,262,79254,260,199,29,14,3265,213.2,0.060949464012251146,2022-01-28
2021-11-18,nsw,216,79468,214,196,28,15,3232,217.2,0.06064356435643564,2022-01-28
2021-11-19,nsw,182,79646,178,191,28,17,3143,220.6,0.060769965001590834,2022-01-28
2021-11-20,nsw,176,79821,175,192,32,15,3075,213.4,0.0624390243902439,2022-01-28
2021-11-21,nsw,180,79997,176,202,30,15,3068,203.2,0.06584093872229466,2022-01-28
2021-11-22,nsw,173,80163,166,196,34,13,3017,185.4,0.06496519721577726,2022-01-28
2021-11-23,nsw,248,80408,245,195,35,10,3048,191.8,0.0639763779527559,2022-01-28
2021-11-24,nsw,276,80681,273,191,31,10,3060,210.6,0.06241830065359477,2022-01-28
2021-11-25,nsw,261,80938,257,185,27,10,3034,227.6,0.06097560975609756,2022-01-28
2021-11-26,nsw,235,81170,232,174,26,10,3013,238.6,0.057749751078659144,2022-01-28
2021-11-27,nsw,185,81355,185,165,24,9,3002,241,0.05496335776149234,2022-01-28
2021-11-28,nsw,150,81499,144,170,25,10,2987,221.4,0.05691329092735186,2022-01-28
2021-11-29,nsw,179,81674,175,160,26,11,2954,202,0.05416384563303995,2022-01-28
2021-11-30,nsw,251,81916,242,154,25,11,2974,200,0.05178211163416274,2022-01-28
